province_name,district_name,tambon_name,is_tambon,total_population,male,female,age_children,age_working,age_elderly
ขอนแก่น,เทศบาลเมืองกระนวน,เทศบาลบ้านโต้น,True,6386,3075,3311,747,4587,1031
ขอนแก่น,เทศบาลเมืองกระนวน,บ้านโต้น,True,6386,3075,3311,747,4587,1031
ขอนแก่น,เทศบาลเมืองกระนวน,เทศบาลบ้านฝาง,True,4503,2170,2333,537,3170,773
ขอนแก่น,เทศบาลเมืองกระนวน,บ้านฝาง,True,4503,2170,2333,537,3170,773
ขอนแก่น,เทศบาลเมืองกระนวน,เทศบาลท่าพระ,True,8540,4062,4478,1163,5964,1372
ขอนแก่น,เทศบาลเมืองกระนวน,ท่าพระ,True,8540,4062,4478,1163,5964,1372
ขอนแก่น,เทศบาลเมืองชุมแพ,,False,30452,14642,15810,3963,20382,5772
ขอนแก่น,เทศบาลเมืองชุมแพ,ชุมแพ,True,14826,7084,7742,1772,9597,3206
ขอนแก่น,เทศบาลเมืองชุมแพ,หนองไผ่,True,11055,5317,5738,1597,7669,1726
ขอนแก่น,เทศบาลเมืองชุมแพ,ไชยสอ,True,4571,2241,2330,594,3116,840
ขอนแก่น,เทศบาลเมืองบ้านไผ่,,False,26188,12454,13734,3008,17027,5875
ขอนแก่น,เทศบาลเมืองบ้านไผ่,บ้านไผ่,True,10118,4858,5260,1255,6972,1853
ขอนแก่น,เทศบาลเมืองบ้านไผ่,ในเมือง,True,15105,7133,7972,1633,9396,3837
ขอนแก่น,เทศบาลเมืองบ้านไผ่,แคนเหนือ,True,965,463,502,120,659,185
ขอนแก่น,เทศบาลเมืองเมืองพล,,False,9899,4689,5210,1155,6753,1719
ขอนแก่น,เทศบาลเมืองเมืองพล,เมืองพล,True,9899,4689,5210,1155,6753,1719
ขอนแก่น,เทศบาลนครขอนแก่น,,False,99917,47673,52244,12395,69022,16519
ขอนแก่น,เทศบาลนครขอนแก่น,ในเมือง,True,99917,47673,52244,12395,69022,16519
อุบลราชธานี,เมืองอุบลราชธานี,,False,98398,48202,50196,14571,71135,12319
อุบลราชธานี,เมืองอุบลราชธานี,หัวเรือ,True,9277,4619,4658,1319,6655,1291
อุบลราชธานี,เมืองอุบลราชธานี,หนองขอน,True,9526,4721,4805,1319,6731,1307
อุบลราชธานี,เมืองอุบลราชธานี,แจระแม,True,11288,5378,5910,1495,8272,1504
อุบลราชธานี,เมืองอุบลราชธานี,หนองบ่อ,True,7561,3711,3850,1073,5339,1143
อุบลราชธานี,เมืองอุบลราชธานี,ไร่น้อย,True,29793,14573,15220,4680,21955,3053
อุบลราชธานี,เมืองอุบลราชธานี,กระโสบ,True,6495,3189,3306,999,4659,829
อุบลราชธานี,เมืองอุบลราชธานี,กุดลาด,True,12423,6069,6354,1897,9019,1473
อุบลราชธานี,เมืองอุบลราชธานี,ขี้เหล็ก,True,6621,3248,3373,984,4759,864
อุบลราชธานี,เมืองอุบลราชธานี,ปะอาว,True,5414,2694,2720,805,3746,855
อุบลราชธานี,ศรีเมืองใหม่,,False,66666,33605,33061,10664,47951,7665
อุบลราชธานี,ศรีเมืองใหม่,นาคำ,True,9076,4611,4465,1469,6473,1045
อุบลราชธานี,ศรีเมืองใหม่,แก้งกอก,True,4719,2317,2402,696,3422,556
อุบลราชธานี,ศรีเมืองใหม่,เอือดใหญ่,True,3710,1856,1854,499,2649,552
อุบลราชธานี,ศรีเมืองใหม่,วาริน,True,5727,2849,2878,896,4223,596
อุบลราชธานี,ศรีเมืองใหม่,ลาดควาย,True,4983,2502,2481,778,3575,605
อุบลราชธานี,ศรีเมืองใหม่,สงยาง,True,6650,3334,3316,1072,4766,781
อุบลราชธานี,ศรีเมืองใหม่,ตะบ่าย,True,4515,2327,2188,671,3258,551
อุบลราชธานี,ศรีเมืองใหม่,คำไหล,True,10357,5207,5150,1752,7460,1129
อุบลราชธานี,ศรีเมืองใหม่,หนามแท่ง,True,8507,4334,4173,1508,6039,876
อุบลราชธานี,ศรีเมืองใหม่,นาเลิน,True,3984,2024,1960,648,2912,396
อุบลราชธานี,ศรีเมืองใหม่,ดอนใหญ่,True,4438,2244,2194,675,3174,578
อุบลราชธานี,โขงเจียม,,False,36327,18294,18033,6603,25200,3456
อุบลราชธานี,โขงเจียม,โขงเจียม,True,6897,3445,3452,1221,4578,582
อุบลราชธานี,โขงเจียม,ห้วยยาง,True,9077,4617,4460,1683,6389,886
อุบลราชธานี,โขงเจียม,นาโพธิ์กลาง,True,8528,4303,4225,1511,5966,806
อุบลราชธานี,โขงเจียม,หนองแสงใหญ่,True,5693,2851,2842,1041,4024,581
อุบลราชธานี,โขงเจียม,ห้วยไผ่,True,6132,3078,3054,1147,4243,601
อุบลราชธานี,เขื่องใน,,False,100672,49824,50848,13384,71197,15906
อุบลราชธานี,เขื่องใน,เขื่องใน,True,5425,2677,2748,742,3794,778
อุบลราชธานี,เขื่องใน,สร้างถ่อ,True,9308,4598,4710,1240,6520,1540
อุบลราชธานี,เขื่องใน,ค้อทอง,True,6115,3022,3093,834,4300,975
อุบลราชธานี,เขื่องใน,ก่อเอ้,True,7404,3646,3758,961,5318,1122
อุบลราชธานี,เขื่องใน,หัวดอน,True,6568,3194,3374,894,4603,1061
อุบลราชธานี,เขื่องใน,ชีทวน,True,6464,3234,3230,906,4511,1040
อุบลราชธานี,เขื่องใน,ท่าไห,True,8438,4186,4252,1086,6047,1297
อุบลราชธานี,เขื่องใน,นาคำใหญ่,True,3517,1707,1810,443,2460,610
อุบลราชธานี,เขื่องใน,แดงหม้อ,True,3110,1517,1593,464,2172,473
อุบลราชธานี,เขื่องใน,ธาตุน้อย,True,6324,3165,3159,966,4516,837
อุบลราชธานี,เขื่องใน,บ้านไทย,True,6005,2958,3047,721,4168,1113
อุบลราชธานี,เขื่องใน,บ้านกอก,True,3872,1917,1955,534,2706,631
อุบลราชธานี,เขื่องใน,กลางใหญ่,True,4909,2417,2492,492,3474,942
อุบลราชธานี,เขื่องใน,โนนรัง,True,4180,2071,2109,482,3001,694
อุบลราชธานี,เขื่องใน,ยางขี้นก,True,4778,2374,2404,665,3339,770
อุบลราชธานี,เขื่องใน,ศรีสุข,True,5296,2654,2642,675,3816,797
อุบลราชธานี,เขื่องใน,สหธาตุ,True,3089,1509,1580,473,2183,433
อุบลราชธานี,เขื่องใน,หนองเหล่า,True,5870,2978,2892,806,4269,793
อุบลราชธานี,เขมราฐ,,False,32010,15998,16012,5330,22527,3541
อุบลราชธานี,เขมราฐ,เจียด,True,5024,2511,2513,771,3572,651
อุบลราชธานี,เขมราฐ,นาแวง,True,8457,4147,4310,1469,5703,907
อุบลราชธานี,เขมราฐ,แก้งเหนือ,True,6607,3334,3273,1080,4786,722
อุบลราชธานี,เขมราฐ,หนองนกทา,True,6292,3142,3150,1020,4480,695
อุบลราชธานี,เขมราฐ,หนองสิม,True,5630,2864,2766,990,3986,566
อุบลราชธานี,เดชอุดม,,False,131875,66362,65513,21047,95896,14762
อุบลราชธานี,เดชอุดม,เมืองเดช,True,20335,10228,10107,3338,14567,2319
อุบลราชธานี,เดชอุดม,นาส่วง,True,5965,2951,3014,931,4319,714
อุบลราชธานี,เดชอุดม,นาเจริญ,True,7565,3743,3822,1175,5567,821
อุบลราชธานี,เดชอุดม,ทุ่งเทิง,True,8240,4175,4065,1238,5896,1101
อุบลราชธานี,เดชอุดม,สมสะอาด,True,10840,5432,5408,1780,7925,1133
อุบลราชธานี,เดชอุดม,ตบหู,True,12287,6327,5960,2065,8983,1234
อุบลราชธานี,เดชอุดม,กลาง,True,14308,7192,7116,2169,10453,1671
อุบลราชธานี,เดชอุดม,แก้ง,True,8325,4186,4139,1368,6036,916
อุบลราชธานี,เดชอุดม,ท่าโพธิ์ศรี,True,6965,3515,3450,1138,5049,776
อุบลราชธานี,เดชอุดม,บัวงาม,True,5790,2956,2834,907,4283,598
อุบลราชธานี,เดชอุดม,คำครั่ง,True,6740,3380,3360,1129,4821,783
อุบลราชธานี,เดชอุดม,นากระแซง,True,13636,6826,6810,2111,10077,1443
อุบลราชธานี,เดชอุดม,ป่าโมง,True,4924,2465,2459,741,3565,614
อุบลราชธานี,เดชอุดม,โนนสมบูรณ์,True,5955,2986,2969,957,4355,639
อุบลราชธานี,นาจะหลวย,,False,51647,26148,25499,8583,37834,5106
อุบลราชธานี,นาจะหลวย,นาจะหลวย,True,12237,6147,6090,2281,8841,1025
อุบลราชธานี,นาจะหลวย,โนนสมบูรณ์,True,6881,3471,3410,1118,5017,739
อุบลราชธานี,นาจะหลวย,พรสวรรค์,True,5713,2904,2809,892,4186,630
อุบลราชธานี,นาจะหลวย,บ้านตูม,True,12922,6556,6366,2075,9492,1346
อุบลราชธานี,นาจะหลวย,โสกแสง,True,7761,3957,3804,1227,5742,786
อุบลราชธานี,นาจะหลวย,โนนสวรรค์,True,6133,3113,3020,990,4556,580
อุบลราชธานี,น้ำยืน,,False,61188,31041,30147,10583,44598,5756
อุบลราชธานี,น้ำยืน,โซง,True,7221,3691,3530,1265,5241,633
อุบลราชธานี,น้ำยืน,ยาง,True,7358,3709,3649,1130,5441,783
อุบลราชธานี,น้ำยืน,โดมประดิษฐ์,True,16701,8442,8259,3091,12059,1450
อุบลราชธานี,น้ำยืน,บุเปือย,True,9256,4727,4529,1513,6762,969
อุบลราชธานี,น้ำยืน,สีวิเชียร,True,6935,3498,3437,1235,5054,606
อุบลราชธานี,น้ำยืน,ยางใหญ่,True,6330,3169,3161,1099,4629,595
อุบลราชธานี,น้ำยืน,เก่าขาม,True,7387,3805,3582,1250,5412,720
อุบลราชธานี,บุณฑริก,,False,77982,39522,38460,13181,56311,7752
อุบลราชธานี,บุณฑริก,โพนงาม,True,10943,5585,5358,1939,7757,1006
อุบลราชธานี,บุณฑริก,ห้วยข่า,True,17854,9064,8790,3214,12872,1528
